knot,p,q,Ord,Ordv_pq,Result
K11a88,2,23,1,2,False
K11a89,2,11,1,3,True
K11a89,2,13,1,3,True
K11a89,2,15,1,3,True
K11a89,2,17,1,3,True
K11a89,2,19,1,3,True
K11a90,2,11,1,2,False
K11a90,2,13,1,2,False
K11a90,2,15,1,2,False
K11a90,2,17,1,2,False
K11a90,2,19,1,2,False
K11a91,2,11,1,2,False
K11a91,2,13,1,2,False
K11a91,2,15,1,2,False
K11a91,2,17,1,2,False
K11a91,2,19,1,2,False
K11a92,2,15,1,2,False
K11a92,2,17,1,2,False
K11a92,2,19,1,2,False
K11a92,2,21,1,2,False
K11a92,2,23,1,2,False
K11a93,2,11,1,2,False
K11a93,2,13,1,2,False
K11a93,2,15,1,2,False
K11a93,2,17,1,2,False
K11a93,2,19,1,2,False
K11a94,2,11,1,3,True
K11a94,2,13,1,3,True
K11a94,2,15,1,3,True
K11a94,2,17,1,3,True
K11a94,2,19,1,3,True
K11a95,2,7,1,3,True
K11a95,2,9,1,3,True
K11a95,2,11,1,3,True
K11a95,2,13,1,3,True
K11a95,2,15,1,3,True
K11a96,2,11,1,2,False
K11a96,2,13,1,2,False
K11a96,2,15,1,2,False
K11a96,2,17,1,2,False
K11a96,2,19,1,2,False
K11a97,2,11,1,3,True
K11a97,2,13,1,3,True
K11a97,2,15,1,3,True
K11a97,2,17,1,3,True
K11a97,2,19,1,3,True
K11a98,2,7,1,2,False
K11a98,2,9,1,2,False
K11a98,2,11,1,2,False
K11a98,2,13,1,2,False
K11a98,2,15,1,2,False
K11a99,2,15,1,3,True
K11a99,2,17,1,3,True
K11a99,2,19,1,3,True
K11a99,2,21,1,3,True
K11a99,2,23,1,3,True
K11a100,2,11,1,3,True
K11a100,2,13,1,3,True
K11a100,2,15,1,3,True
K11a100,2,17,1,3,True
K11a100,2,19,1,3,True
K11a101,2,11,1,3,True
K11a101,2,13,1,3,True
K11a101,2,15,1,3,True
K11a101,2,17,1,3,True
K11a101,2,19,1,3,True
K11a102,2,11,1,3,True
K11a102,2,13,1,3,True
K11a102,2,15,1,3,True
K11a102,2,17,1,3,True
K11a102,2,19,1,3,True
K11a103,2,7,1,2,False
K11a103,2,9,1,2,False
K11a103,2,11,1,2,False
K11a103,2,13,1,2,False
K11a103,2,15,1,2,False
K11a104,2,11,1,2,False
K11a104,2,13,1,2,False
K11a104,2,15,1,2,False
K11a104,2,17,1,2,False
K11a104,2,19,1,2,False
K11a105,2,11,1,3,True
K11a105,2,13,1,3,True
K11a105,2,15,1,3,True
K11a105,2,17,1,3,True
K11a105,2,19,1,3,True
K11a106,2,15,1,2,False
K11a106,2,17,1,2,False
K11a106,2,19,1,2,False
K11a106,2,21,1,2,False
K11a106,2,23,1,2,False
K11a107,2,11,1,3,True
K11a107,2,13,1,3,True
K11a107,2,15,1,3,True
K11a107,2,17,1,3,True
K11a107,2,19,1,3,True
K11a108,2,15,1,2,False
K11a108,2,17,1,2,False
K11a108,2,19,1,2,False
K11a108,2,21,1,2,False
K11a108,2,23,1,2,False
K11a109,2,15,1,2,False
K11a109,2,17,1,2,False
K11a109,2,19,1,2,False
K11a109,2,21,1,2,False
K11a109,2,23,1,2,False
K11a110,2,11,1,2,False
K11a110,2,13,1,2,False
K11a110,2,15,1,2,False
K11a110,2,17,1,2,False
K11a110,2,19,1,2,False
K11a111,2,11,1,3,True
K11a111,2,13,1,3,True
K11a111,2,15,1,3,True
K11a111,2,17,1,3,True
K11a111,2,19,1,3,True
K11a112,2,15,1,2,False
K11a112,2,17,1,2,False
K11a112,2,19,1,2,False
K11a112,2,21,1,2,False
K11a112,2,23,1,2,False
K11a113,2,15,1,3,True
K11a113,2,17,1,3,True
K11a113,2,19,1,3,True
K11a113,2,21,1,3,True
K11a113,2,23,1,3,True
K11a114,2,11,1,3,True
K11a114,2,13,1,3,True
K11a114,2,15,1,3,True
K11a114,2,17,1,3,True
K11a114,2,19,1,3,True
K11a115,2,11,1,2,False
K11a115,2,13,1,2,False
K11a115,2,15,1,2,False
K11a115,2,17,1,2,False
K11a115,2,19,1,2,False
K11a116,2,11,1,3,True
K11a116,2,13,1,3,True
K11a116,2,15,1,3,True
K11a116,2,17,1,3,True
K11a116,2,19,1,3,True
K11a117,2,11,1,3,True
K11a117,2,13,1,3,True
K11a117,2,15,1,3,True
K11a117,2,17,1,3,True
K11a117,2,19,1,3,True
K11a118,2,11,1,3,True
K11a118,2,13,1,3,True
K11a118,2,15,1,3,True
K11a118,2,17,1,3,True
K11a118,2,19,1,3,True
K11a119,2,7,1,2,False
K11a119,2,9,1,2,False
K11a119,2,11,1,2,False
K11a119,2,13,1,2,False
K11a119,2,15,1,2,False
K11a120,2,11,1,3,True
K11a120,2,13,1,3,True
K11a120,2,15,1,3,True
K11a120,2,17,1,3,True
K11a120,2,19,1,3,True
K11a121,2,11,1,2,False
K11a121,2,13,1,2,False
K11a121,2,15,1,2,False
K11a121,2,17,1,2,False
K11a121,2,19,1,2,False
K11a122,2,11,1,2,False
K11a122,2,13,1,2,False
K11a122,2,15,1,2,False
K11a122,2,17,1,2,False
K11a122,2,19,1,2,False
K11a123,2,7,1,3,True
K11a123,2,9,1,3,True
K11a123,2,11,1,3,True
K11a123,2,13,1,3,True
K11a123,2,15,1,3,True
K11a124,2,11,1,3,True
K11a124,2,13,1,3,True
K11a124,2,15,1,3,True
K11a124,2,17,1,3,True
K11a124,2,19,1,3,True
K11a125,2,15,1,3,True
K11a125,2,17,1,3,True
K11a125,2,19,1,3,True
K11a125,2,21,1,3,True
K11a125,2,23,1,3,True
K11a126,2,15,1,2,False
K11a126,2,17,1,2,False
K11a126,2,19,1,2,False
K11a126,2,21,1,2,False
K11a126,2,23,1,2,False
K11a127,2,15,1,3,True
K11a127,2,17,1,3,True
K11a127,2,19,1,3,True
K11a127,2,21,1,3,True
K11a127,2,23,1,3,True
K11a128,2,11,1,2,False
K11a128,2,13,1,2,False
K11a128,2,15,1,2,False
K11a128,2,17,1,2,False
K11a128,2,19,1,2,False
K11a129,2,15,1,3,True
K11a129,2,17,1,3,True
K11a129,2,19,1,3,True
K11a129,2,21,1,3,True
K11a129,2,23,1,3,True
K11a130,2,11,1,2,False
K11a130,2,13,1,2,False
K11a130,2,15,1,2,False
K11a130,2,17,1,2,False
K11a130,2,19,1,2,False
K11a131,2,15,1,2,False
K11a131,2,17,1,2,False
K11a131,2,19,1,2,False
K11a131,2,21,1,2,False
K11a131,2,23,1,2,False
K11a132,2,11,1,3,True
K11a132,2,13,1,3,True
K11a132,2,15,1,3,True
K11a132,2,17,1,3,True
K11a132,2,19,1,3,True
K11a133,2,7,1,3,True
K11a133,2,9,1,3,True
K11a133,2,11,1,3,True
K11a133,2,13,1,3,True
K11a133,2,15,1,3,True
K11a134,2,11,1,3,True
K11a134,2,13,1,3,True
K11a134,2,15,1,3,True
K11a134,2,17,1,3,True
K11a134,2,19,1,3,True
K11a135,2,11,1,2,False
K11a135,2,13,1,2,False
K11a135,2,15,1,2,False
K11a135,2,17,1,2,False
K11a135,2,19,1,2,False
K11a136,2,11,1,2,False
K11a136,2,13,1,2,False
K11a136,2,15,1,2,False
K11a136,2,17,1,2,False
K11a136,2,19,1,2,False
K11a137,2,11,1,2,False
K11a137,2,13,1,2,False
K11a137,2,15,1,2,False
K11a137,2,17,1,2,False
K11a137,2,19,1,2,False
K11a138,2,11,1,2,False
K11a138,2,13,1,2,False
K11a138,2,15,1,2,False
K11a138,2,17,1,2,False
K11a138,2,19,1,2,False
K11a139,2,15,1,3,True
K11a139,2,17,1,3,True
K11a139,2,19,1,3,True
K11a139,2,21,1,3,True
K11a139,2,23,1,3,True
K11a140,2,11,1,3,True
K11a140,2,13,1,3,True
K11a140,2,15,1,3,True
K11a140,2,17,1,3,True
K11a140,2,19,1,3,True
K11a141,2,11,1,2,False
K11a141,2,13,1,2,False
K11a141,2,15,1,2,False
K11a141,2,17,1,2,False
K11a141,2,19,1,2,False
K11a142,2,15,1,3,True
K11a142,2,17,1,3,True
K11a142,2,19,1,3,True
K11a142,2,21,1,3,True
K11a142,2,23,1,3,True
K11a143,2,11,1,3,True
K11a143,2,13,1,3,True
K11a143,2,15,1,3,True
K11a143,2,17,1,3,True
K11a143,2,19,1,3,True
K11a144,2,11,1,3,True
K11a144,2,13,1,3,True
K11a144,2,15,1,3,True
K11a144,2,17,1,3,True
K11a144,2,19,1,3,True
K11a145,2,7,1,2,False
K11a145,2,9,1,2,False
K11a145,2,11,1,2,False
K11a145,2,13,1,2,False
K11a145,2,15,1,2,False
K11a146,2,15,1,2,False
K11a146,2,17,1,2,False
K11a146,2,19,1,2,False
K11a146,2,21,1,2,False
K11a146,2,23,1,2,False
K11a147,2,15,1,3,True
K11a147,2,17,1,3,True
K11a147,2,19,1,3,True
K11a147,2,21,1,3,True
K11a147,2,23,1,3,True
K11a148,2,7,1,3,True
K11a148,2,9,1,3,True
K11a148,2,11,1,3,True
K11a148,2,13,1,3,True
K11a148,2,15,1,3,True
K11a149,2,11,1,3,True
K11a149,2,13,1,3,True
K11a149,2,15,1,3,True
K11a149,2,17,1,3,True
K11a149,2,19,1,3,True
K11a150,2,11,1,3,True
K11a150,2,13,1,3,True
K11a150,2,15,1,3,True
K11a150,2,17,1,3,True
K11a150,2,19,1,3,True
K11a151,2,15,1,2,False
K11a151,2,17,1,2,False
K11a151,2,19,1,2,False
K11a151,2,21,1,2,False
K11a151,2,23,1,2,False
K11a152,2,11,1,2,False
K11a152,2,13,1,2,False
K11a152,2,15,1,2,False
K11a152,2,17,1,2,False
K11a152,2,19,1,2,False
K11a153,2,11,1,2,False
K11a153,2,13,1,2,False
K11a153,2,15,1,2,False
K11a153,2,17,1,2,False
K11a153,2,19,1,2,False
K11a154,2,7,1,3,True
K11a154,2,9,1,3,True
K11a154,2,11,1,3,True
K11a154,2,13,1,3,True
K11a154,2,15,1,3,True
K11a155,2,11,1,2,False
K11a155,2,13,1,2,False
K11a155,2,15,1,2,False
K11a155,2,17,1,2,False
K11a155,2,19,1,2,False
K11a156,2,15,1,2,False
K11a156,2,17,1,2,False
K11a156,2,19,1,2,False
K11a156,2,21,1,2,False
K11a156,2,23,1,2,False
K11a157,2,15,1,2,False
K11a157,2,17,1,2,False
K11a157,2,19,1,2,False
K11a157,2,21,1,2,False
K11a157,2,23,1,2,False
K11a158,2,15,1,2,False
K11a158,2,17,1,2,False
K11a158,2,19,1,2,False
K11a158,2,21,1,2,False
K11a158,2,23,1,2,False
K11a159,2,11,1,3,True
K11a159,2,13,1,3,True
K11a159,2,15,1,3,True
K11a159,2,17,1,3,True
K11a159,2,19,1,3,True
K11a160,2,15,1,2,False
K11a160,2,17,1,2,False
K11a160,2,19,1,2,False
K11a160,2,21,1,2,False
K11a160,2,23,1,2,False
K11a161,2,11,1,3,True
K11a161,2,13,1,3,True
K11a161,2,15,1,3,True
K11a161,2,17,1,3,True
K11a161,2,19,1,3,True
K11a162,2,15,1,2,False
K11a162,2,17,1,2,False
K11a162,2,19,1,2,False
K11a162,2,21,1,2,False
K11a162,2,23,1,2,False
K11a163,2,15,1,3,True
K11a163,2,17,1,3,True
K11a163,2,19,1,3,True
K11a163,2,21,1,3,True
